document_type,label,type,role,tier,core_key,required,source,note
listing_agreement,furnishings,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"7 furnished/partially furnished/not furnished group."
listing_agreement,termite_prior_infestation,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"8 Seller is/is not aware of previous infestation."
listing_agreement,termite_under_contract,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"8 Property is/is not covered by repair/re-treatment contract."
listing_agreement,termite_company,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"8 wood infestation contract company name."
listing_agreement,termite_contract_expires,date,SellerAgent,common,,FALSE,baldwin_listing_residential,"8 contract expires on ___."
listing_agreement,has_survey,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"9 Seller does/does not have a Survey."
listing_agreement,has_elevation_cert,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"9 Seller does/does not have Elevation Certificate."
listing_agreement,lead_paint_required,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"10 check if Lead Paint disclosure must be provided (pre-1978)."
listing_agreement,mortgages_liens,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"11 a/b/c Mortgages/Liens/Judgments text."
listing_agreement,lockbox_authorized,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"13 Seller DOES/DOES NOT authorize lock-box."
listing_agreement,locks_linens_convey,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"14 locks/linens are/are not seller property and will/will not convey."
listing_agreement,title_type,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"15 Deeded / Fairhope Single Tax Corporation group."
listing_agreement,has_poa,checkbox,SellerAgent,common,,FALSE,baldwin_listing_residential,"16 Property is/is not part of a Property Owners Association."
listing_agreement,poa_contact,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"16 POA management company/manager name."
listing_agreement,poa_phone,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"16 POA management phone."
listing_agreement,poa_assessments,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"16 known/pending assessments text."
listing_agreement,additional_provisions,text,SellerAgent,common,additional_provisions,FALSE,baldwin_listing_residential,"26 Additional Provisions block."
listing_agreement,seller_mailing_address,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"Seller's Mailing Address."
listing_agreement,seller_phone,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"Seller's Phone."
listing_agreement,seller_work_phone,text,SellerAgent,common,,FALSE,baldwin_listing_residential,"Seller's Work Phone."
listing_agreement,seller1_signature,signature,Seller1,core,,TRUE,baldwin_listing_residential,"Seller signature 1."
listing_agreement,seller1_print_name,text,Seller1,core,,TRUE,baldwin_listing_residential,"Seller 1 print name as title is held."
listing_agreement,seller1_date,date,Seller1,core,,TRUE,baldwin_listing_residential,"Seller date 1."
listing_agreement,seller2_signature,signature,Seller2,common,,FALSE,baldwin_listing_residential,"Seller signature 2 (optional)."
listing_agreement,seller2_print_name,text,Seller2,common,,FALSE,baldwin_listing_residential,"Seller 2 print name (optional)."
listing_agreement,seller2_date,date,Seller2,common,,FALSE,baldwin_listing_residential,"Seller date 2 (optional)."
listing_agreement,seller3_signature,signature,Seller3,common,,FALSE,baldwin_listing_residential,"Seller signature 3 (optional)."
listing_agreement,seller3_print_name,text,Seller3,common,,FALSE,baldwin_listing_residential,"Seller 3 print name (optional)."
listing_agreement,seller3_date,date,Seller3,common,,FALSE,baldwin_listing_residential,"Seller date 3 (optional)."
listing_agreement,seller4_signature,signature,Seller4,common,,FALSE,baldwin_listing_residential,"Seller signature 4 (optional)."
listing_agreement,seller4_print_name,text,Seller4,common,,FALSE,baldwin_listing_residential,"Seller 4 print name (optional)."
listing_agreement,seller4_date,date,Seller4,common,,FALSE,baldwin_listing_residential,"Seller date 4 (optional)."
listing_agreement,listing_agent_signature,signature,SellerAgent,core,,TRUE,baldwin_listing_residential,"Listing Agent signature."
listing_agreement,listing_agent_print_name,text,SellerAgent,core,agent_name,TRUE,baldwin_listing_residential,"Listing Agent print name. Auto-fills agent name."
listing_agreement,listing_agent_date,date,SellerAgent,core,,TRUE,baldwin_listing_residential,"Listing Agent date."
listing_agreement,seller_initials_per_page,initial,Seller1,common,,FALSE,baldwin_listing_residential,"FORM-SPECIFIC: 'Seller's Initials' block appears on EVERY page (~13 pages). Place one per page. Tiered common but keep as repeated per-page placement, not vision-hunt clutter."
addendum,addendum_number,text,BuyerAgent,common,,FALSE,generic_addendum,"ADDENDUM # / reference number."
addendum,effective_date,date,BuyerAgent,core,,TRUE,generic_addendum,"Date the addendum / underlying agreement is dated."
addendum,property_address,text,BuyerAgent,core,,TRUE,generic_addendum,"Property address this addendum pertains to."
addendum,buyer_name,text,BuyerAgent,core,buyer_name,TRUE,generic_addendum,"Buyer(s). Auto-fills."
addendum,seller_name,text,BuyerAgent,core,,TRUE,generic_addendum,"Seller(s)."
addendum,addendum_text,text,BuyerAgent,core,additional_provisions,TRUE,generic_addendum,"Main addendum body / additional terms block (multiline). The core of a generic addendum."
addendum,buyer1_signature,signature,Buyer1,core,,TRUE,generic_addendum,"Buyer signature 1."
addendum,buyer1_date,date,Buyer1,core,,TRUE,generic_addendum,"Buyer date 1."
addendum,buyer2_signature,signature,Buyer2,common,,FALSE,generic_addendum,"Buyer signature 2 (optional)."
addendum,buyer2_date,date,Buyer2,common,,FALSE,generic_addendum,"Buyer date 2 (optional)."
addendum,seller1_signature,signature,Seller1,core,,TRUE,generic_addendum,"Seller signature 1."
addendum,seller1_date,date,Seller1,core,,TRUE,generic_addendum,"Seller date 1."
addendum,seller2_signature,signature,Seller2,common,,FALSE,generic_addendum,"Seller signature 2 (optional)."
addendum,seller2_date,date,Seller2,common,,FALSE,generic_addendum,"Seller date 2 (optional)."
